orth,phon,syllables
fortune,"['F', 'AO1', 'R', 'CH', 'AH0', 'N']",2
foster,"['F', 'AA1', 'S', 'T', 'ER0']",2
frame,"['F', 'R', 'EY1', 'M']",1
freedom,"['F', 'R', 'IY1', 'D', 'AH0', 'M']",2
frighten,"['F', 'R', 'AY1', 'T', 'AH0', 'N']",2
frills,"['F', 'R', 'IH1', 'L', 'Z']",1
froze,"['F', 'R', 'OW1', 'Z']",1
fudge,"['F', 'AH1', 'JH']",1
fungus,"['F', 'AH1', 'NG', 'G', 'AH0', 'S']",2
funnel,"['F', 'AH1', 'N', 'AH0', 'L']",2
funniest,"['F', 'AH1', 'N', 'IY0', 'AH0', 'S', 'T']",3
furnace,"['F', 'ER1', 'N', 'AH0', 'S']",2
fussed,"['F', 'AH1', 'S', 'T']",1
future,"['F', 'Y', 'UW1', 'CH', 'ER0']",2
gabby,"['G', 'AE1', 'B', 'IY0']",2
gap,"['G', 'AE1', 'P']",1
gaze,"['G', 'EY1', 'Z']",1
generals,"['JH', 'EH1', 'N', 'ER0', 'AH0', 'L', 'Z']",3
gifts,"['G', 'IH1', 'F', 'T', 'S']",1
giggle,"['G', 'IH1', 'G', 'AH0', 'L']",2
gleamed,"['G', 'L', 'IY1', 'M', 'D']",1
gliding,"['G', 'L', 'AY1', 'D', 'IH0', 'NG']",2
gloomy,"['G', 'L', 'UW1', 'M', 'IY0']",2
glow,"['G', 'L', 'OW1']",1
glows,"['G', 'L', 'OW1', 'Z']",1
glue,"['G', 'L', 'UW1']",1
glued,"['G', 'L', 'UW1', 'D']",1
glum,"['G', 'L', 'AH1', 'M']",1
godzilla,"['G', 'AA2', 'D', 'Z', 'IH1', 'L', 'AH0']",3
goggles,"['G', 'AA1', 'G', 'AH0', 'L', 'Z']",2
golf,"['G', 'AA1', 'L', 'F']",1
goodies,"['G', 'UH1', 'D', 'IY0', 'Z']",2
gopher,"['G', 'OW1', 'F', 'ER0']",2
gotham,"['G', 'AA1', 'TH', 'AH0', 'M']",2
grabbing,"['G', 'R', 'AE1', 'B', 'IH0', 'NG']",2
gracious,"['G', 'R', 'EY1', 'SH', 'AH0', 'S']",2
grader,"['G', 'R', 'EY1', 'D', 'ER0']",2
graders,"['G', 'R', 'EY1', 'D', 'ER0', 'Z']",2
grasped,"['G', 'R', 'AE1', 'S', 'P', 'T']",1
grateful,"['G', 'R', 'EY1', 'T', 'F', 'AH0', 'L']",2
grave,"['G', 'R', 'EY1', 'V']",1
gravely,"['G', 'R', 'EY1', 'V', 'L', 'IY0']",2
grease,"['G', 'R', 'IY1', 'S']",1
greasy,"['G', 'R', 'IY1', 'S', 'IY0']",2
greater,"['G', 'R', 'EY1', 'T', 'ER0']",2
greet,"['G', 'R', 'IY1', 'T']",1
grim,"['G', 'R', 'IH1', 'M']",1
grimes,"['G', 'R', 'AY1', 'M', 'Z']",1
groan,"['G', 'R', 'OW1', 'N']",1
groans,"['G', 'R', 'OW1', 'N', 'Z']",1
gross,"['G', 'R', 'OW1', 'S']",1
grounds,"['G', 'R', 'AW1', 'N', 'D', 'Z']",1
grover,"['G', 'R', 'OW1', 'V', 'ER0']",2
growled,"['G', 'R', 'AW1', 'L', 'D']",1
growling,"['G', 'R', 'OW1', 'L', 'IH0', 'NG']",2
guarded,"['G', 'AA1', 'R', 'D', 'AH0', 'D']",2
guarding,"['G', 'AA1', 'R', 'D', 'IH0', 'NG']",2
guessed,"['G', 'EH1', 'S', 'T']",1
gums,"['G', 'AH1', 'M', 'Z']",1
guns,"['G', 'AH1', 'N', 'Z']",1
gust,"['G', 'AH1', 'S', 'T']",1
gusts,"['G', 'AH1', 'S', 'T', 'S']",1
haircut,"['HH', 'EH1', 'R', 'K', 'AH2', 'T']",2
hairs,"['HH', 'EH1', 'R', 'Z']",1
halfway,"['HH', 'AE1', 'F', 'W', 'EY1']",2
happier,"['HH', 'AE1', 'P', 'IY0', 'ER0']",3
happiest,"['HH', 'AE1', 'P', 'IY0', 'AH0', 'S', 'T']",3
hardest,"['HH', 'AA1', 'R', 'D', 'AH0', 'S', 'T']",2
hardware,"['HH', 'AA1', 'R', 'D', 'W', 'EH2', 'R']",2
hart,"['HH', 'AA1', 'R', 'T']",1
hates,"['HH', 'EY1', 'T', 'S']",1
hath,"['HH', 'AE1', 'TH']",1
hawk,"['HH', 'AO1', 'K']",1
hazel,"['HH', 'EY1', 'Z', 'AH0', 'L']",2
health,"['HH', 'EH1', 'L', 'TH']",1
heaping,"['HH', 'IY1', 'P', 'IH0', 'NG']",2
hears,"['HH', 'IY1', 'R', 'Z']",1
hearty,"['HH', 'AA1', 'R', 'T', 'IY0']",2
heather,"['HH', 'EH1', 'DH', 'ER0']",2
hee,"['HH', 'IY1']",1
heels,"['HH', 'IY1', 'L', 'Z']",1
helen,"['HH', 'EH1', 'L', 'AH0', 'N']",2
helpful,"['HH', 'EH1', 'L', 'P', 'F', 'AH0', 'L']",2
helpings,"['HH', 'EH1', 'L', 'P', 'IH0', 'NG', 'Z']",2
helps,"['HH', 'EH1', 'L', 'P', 'S']",1
hick,"['HH', 'IH1', 'K']",1
hickory,"['HH', 'IH1', 'K', 'ER0', 'IY0']",3
hip,"['HH', 'IH1', 'P']",1
hips,"['HH', 'IH1', 'P', 'S']",1
history,"['HH', 'IH1', 'S', 'T', 'ER0', 'IY0']",3
hmmm,"['HH', 'AH1', 'M']",1
hoe,"['HH', 'OW1']",1
hoeing,"['HH', 'OW1', 'IH0', 'NG']",2
hogs,"['HH', 'AA1', 'G', 'Z']",1
holiday,"['HH', 'AA1', 'L', 'AH0', 'D', 'EY2']",3
hollered,"['HH', 'AA1', 'L', 'ER0', 'D']",2
hollows,"['HH', 'AA1', 'L', 'OW0', 'Z']",2
homeless,"['HH', 'OW1', 'M', 'L', 'AH0', 'S']",2
homemade,"['HH', 'OW1', 'M', 'M', 'EY1', 'D']",2
homer,"['HH', 'OW1', 'M', 'ER0']",2
honking,"['HH', 'AO1', 'NG', 'K', 'IH0', 'NG']",2
hoops,"['HH', 'UW1', 'P', 'S']",1
hopeless,"['HH', 'OW1', 'P', 'L', 'AH0', 'S']",2
horned,"['HH', 'AO1', 'R', 'N', 'D']",1
horner,"['HH', 'AO1', 'R', 'N', 'ER0']",2
host,"['HH', 'OW1', 'S', 'T']",1
hotel,"['HH', 'OW0', 'T', 'EH1', 'L']",2
hound,"['HH', 'AW1', 'N', 'D']",1
hovering,"['HH', 'AH1', 'V', 'ER0', 'IH0', 'NG']",3
huddled,"['HH', 'AH1', 'D', 'AH0', 'L', 'D']",2
huff,"['HH', 'AH1', 'F']",1
huffing,"['HH', 'AH1', 'F', 'IH0', 'NG']",2
huggy,"['HH', 'AH1', 'G', 'IY0']",2
humor,"['HH', 'Y', 'UW1', 'M', 'ER0']",2
hunch,"['HH', 'AH1', 'N', 'CH']",1
hurled,"['HH', 'ER1', 'L', 'D']",1
hurrying,"['HH', 'ER1', 'IY0', 'IH0', 'NG']",3
hurting,"['HH', 'ER1', 'T', 'IH0', 'NG']",2
hustle,"['HH', 'AH1', 'S', 'AH0', 'L']",2
hustling,"['HH', 'AH1', 'S', 'AH0', 'L', 'IH0', 'NG']",3
impolite,"['IH0', 'M', 'P', 'AH0', 'L', 'AY2', 'T']",3
included,"['IH0', 'N', 'K', 'L', 'UW1', 'D', 'AH0', 'D']",3
injured,"['IH1', 'N', 'JH', 'ER0', 'D']",2
inspired,"['IH0', 'N', 'S', 'P', 'AY1', 'ER0', 'D']",3
intend,"['IH0', 'N', 'T', 'EH1', 'N', 'D']",2
interest,"['IH1', 'N', 'T', 'R', 'AH0', 'S', 'T']",2
intimate,"['IH1', 'N', 'T', 'AH0', 'M', 'AH0', 'T']",3
islands,"['AY1', 'L', 'AH0', 'N', 'D', 'Z']",2
itch,"['IH1', 'CH']",1
itchy,"['IH1', 'CH', 'IY0']",2
ivy,"['AY1', 'V', 'IY0']",2
jackets,"['JH', 'AE1', 'K', 'IH0', 'T', 'S']",2
jacks,"['JH', 'AE1', 'K', 'S']",1
jade,"['JH', 'EY1', 'D']",1
jasmine,"['JH', 'AE1', 'Z', 'M', 'AH0', 'N']",2
jealousy,"['JH', 'EH1', 'L', 'AH0', 'S', 'IY0']",3
jennifer,"['JH', 'EH1', 'N', 'AH0', 'F', 'ER0']",3
jewelry,"['JH', 'UW1', 'AH0', 'L', 'R', 'IY0']",3
jiggle,"['JH', 'IH1', 'G', 'AH0', 'L']",2
jimmy,"['JH', 'IH1', 'M', 'IY0']",2
jog,"['JH', 'AA1', 'G']",1
journeys,"['JH', 'ER1', 'N', 'IY0', 'Z']",2
joyfully,"['JH', 'OY1', 'F', 'AH0', 'L', 'IY0']",3
judges,"['JH', 'AH1', 'JH', 'IH0', 'Z']",2
juggling,"['JH', 'AH1', 'G', 'AH0', 'L', 'IH0', 'NG']",3
jumper,"['JH', 'AH1', 'M', 'P', 'ER0']",2
junction,"['JH', 'AH1', 'NG', 'K', 'SH', 'AH0', 'N']",2
jungles,"['JH', 'AH1', 'NG', 'G', 'AH0', 'L', 'Z']",2
junk,"['JH', 'AH1', 'NG', 'K']",1
keen,"['K', 'IY1', 'N']",1
keeper,"['K', 'IY1', 'P', 'ER0']",2
ken,"['K', 'EH1', 'N']",1
kettles,"['K', 'EH1', 'T', 'AH0', 'L', 'Z']",2
kicked,"['K', 'IH1', 'K', 'T']",1
kiddies,"['K', 'IH1', 'D', 'IY0', 'Z']",2
killing,"['K', 'IH1', 'L', 'IH0', 'NG']",2
knight,"['N', 'AY1', 'T']",1
knights,"['N', 'AY1', 'T', 'S']",1
knocks,"['N', 'AA1', 'K', 'S']",1
koala,"['K', 'OW0', 'AA1', 'L', 'AH0']",3
kooky,"['K', 'UW1', 'K', 'IY0']",2
lala,"['L', 'AA1', 'L', 'AH0']",2
largest,"['L', 'AA1', 'R', 'JH', 'AH0', 'S', 'T']",2
laurie,"['L', 'AO1', 'R', 'IY0']",2
lawns,"['L', 'AO1', 'N', 'Z']",1
laws,"['L', 'AO1', 'Z']",1
leafy,"['L', 'IY1', 'F', 'IY0']",2
lentil,"['L', 'EH1', 'N', 'T', 'AH0', 'L']",2
lettuce,"['L', 'EH1', 'T', 'AH0', 'S']",2
liar,"['L', 'AY1', 'ER0']",2
lighted,"['L', 'AY1', 'T', 'AH0', 'D']",2
lighter,"['L', 'AY1', 'T', 'ER0']",2
lightly,"['L', 'AY1', 'T', 'L', 'IY0']",2
lilac,"['L', 'AY1', 'L', 'AE2', 'K']",2
lily,"['L', 'IH1', 'L', 'IY0']",2
limb,"['L', 'IH1', 'M']",1
linen,"['L', 'IH1', 'N', 'AH0', 'N']",2
ling,"['L', 'IH1', 'NG']",1
linked,"['L', 'IH1', 'NG', 'K', 'T']",1
liquid,"['L', 'IH1', 'K', 'W', 'AH0', 'D']",2
listens,"['L', 'IH1', 'S', 'AH0', 'N', 'Z']",2
lively,"['L', 'AY1', 'V', 'L', 'IY0']",2
lizard,"['L', 'IH1', 'Z', 'ER0', 'D']",2
loafers,"['L', 'OW1', 'F', 'ER0', 'Z']",2
locket,"['L', 'AA1', 'K', 'IH0', 'T']",2
lonesome,"['L', 'OW1', 'N', 'S', 'AH0', 'M']",2
longing,"['L', 'AO1', 'NG', 'IH0', 'NG']",2
loot,"['L', 'UW1', 'T']",1
loudest,"['L', 'AW1', 'D', 'AH0', 'S', 'T']",2
lovingly,"['L', 'AH1', 'V', 'IH0', 'NG', 'L', 'IY0']",3
lowers,"['L', 'OW1', 'ER0', 'Z']",2
loyalty,"['L', 'OY1', 'AH0', 'L', 'T', 'IY0']",3
lukes,"['L', 'UW1', 'K', 'S']",1
lumps,"['L', 'AH1', 'M', 'P', 'S']",1
lunches,"['L', 'AH1', 'N', 'CH', 'IH0', 'Z']",2
lurched,"['L', 'ER1', 'CH', 'T']",1
madder,"['M', 'AE1', 'D', 'ER0']",2
mae,"['M', 'EY1']",1
majesty,"['M', 'AE1', 'JH', 'AH0', 'S', 'T', 'IY0']",3
male,"['M', 'EY1', 'L']",1
mallards,"['M', 'AE1', 'L', 'ER0', 'D', 'Z']",2
manage,"['M', 'AE1', 'N', 'AH0', 'JH']",2
mane,"['M', 'EY1', 'N']",1
mangy,"['M', 'EY1', 'N', 'JH', 'IY0']",2
mannered,"['M', 'AE1', 'N', 'ER0', 'D']",2
mantis,"['M', 'AE1', 'N', 'T', 'IH0', 'S']",2
marbles,"['M', 'AA1', 'R', 'B', 'AH0', 'L', 'Z']",2
marcia,"['M', 'AA1', 'R', 'SH', 'AH0']",2
marked,"['M', 'AA1', 'R', 'K', 'T']",1
marries,"['M', 'EH1', 'R', 'IY0', 'Z']",2
marrow,"['M', 'EH1', 'R', 'OW0']",2
marveled,"['M', 'AA1', 'R', 'V', 'AH0', 'L', 'D']",2
mas,"['M', 'AA1', 'Z']",1
masts,"['M', 'AE1', 'S', 'T', 'S']",1
match,"['M', 'AE1', 'CH']",1
matches,"['M', 'AE1', 'CH', 'AH0', 'Z']",2
maurice,"['M', 'AO0', 'R', 'IY1', 'S']",2
mayors,"['M', 'EY1', 'ER0', 'Z']",2
meadows,"['M', 'EH1', 'D', 'OW2', 'Z']",2
meals,"['M', 'IY1', 'L', 'Z']",1
meaner,"['M', 'IY1', 'N', 'ER0']",2
measure,"['M', 'EH1', 'ZH', 'ER0']",2
meatball,"['M', 'IY1', 'T', 'B', 'AO2', 'L']",2
meets,"['M', 'IY1', 'T', 'S']",1
mellon,"['M', 'EH1', 'L', 'AH0', 'N']",2
melons,"['M', 'EH1', 'L', 'AH0', 'N', 'Z']",2
mention,"['M', 'EH1', 'N', 'SH', 'AH0', 'N']",2
mercy,"['M', 'ER1', 'S', 'IY0']",2
milford,"['M', 'IH1', 'L', 'F', 'ER0', 'D']",2
milkman,"['M', 'IH1', 'L', 'K', 'M', 'AE2', 'N']",2
milks,"['M', 'IH1', 'L', 'K', 'S']",1
mill,"['M', 'IH1', 'L']",1
minds,"['M', 'AY1', 'N', 'D', 'Z']",1
minnie,"['M', 'IH1', 'N', 'IY0']",2
minnow,"['M', 'IH1', 'N', 'OW0']",2
mire,"['M', 'AY1', 'R']",1
mist,"['M', 'IH1', 'S', 'T']",1
moan,"['M', 'OW1', 'N']",1
model,"['M', 'AA1', 'D', 'AH0', 'L']",2
models,"['M', 'AA1', 'D', 'AH0', 'L', 'Z']",2
modern,"['M', 'AA1', 'D', 'ER0', 'N']",2
moments,"['M', 'OW1', 'M', 'AH0', 'N', 'T', 'S']",2
mope,"['M', 'OW1', 'P']",1
morriss,"['M', 'AO1', 'R', 'IH0', 'S', 'IH0', 'Z']",3
morrow,"['M', 'AA1', 'R', 'OW0']",2
mortal,"['M', 'AO1', 'R', 'T', 'AH0', 'L']",2
motion,"['M', 'OW1', 'SH', 'AH0', 'N']",2
motto,"['M', 'AA1', 'T', 'OW0']",2
mourner,"['M', 'AO1', 'R', 'N', 'ER0']",2
muffler,"['M', 'AH1', 'F', 'L', 'ER0']",2
mumps,"['M', 'AH1', 'M', 'P', 'S']",1
museum,"['M', 'Y', 'UW0', 'Z', 'IY1', 'AH0', 'M']",3
mush,"['M', 'AH1', 'SH']",1
musical,"['M', 'Y', 'UW1', 'Z', 'IH0', 'K', 'AH0', 'L']",3
nanny,"['N', 'AE1', 'N', 'IY0']",2
nearer,"['N', 'IH1', 'R', 'ER0']",2
nickel,"['N', 'IH1', 'K', 'AH0', 'L']",2
niece,"['N', 'IY1', 'S']",1
nimble,"['N', 'IH1', 'M', 'B', 'AH0', 'L']",2
nozzle,"['N', 'AA1', 'Z', 'AH0', 'L']",2
oatmeal,"['OW1', 'T', 'M', 'IY2', 'L']",2
obey,"['OW0', 'B', 'EY1']",2
occurred,"['AH0', 'K', 'ER1', 'D']",2
odd,"['AA1', 'D']",1
oiled,"['OY1', 'L', 'D']",1
omelet,"['AA1', 'M', 'L', 'AH0', 'T']",2
oooh,['UW1'],1
opposite,"['AA1', 'P', 'AH0', 'Z', 'AH0', 'T']",3
otis,"['OW1', 'T', 'IH0', 'S']",2
ours,"['AW1', 'ER0', 'Z']",2
outer,"['AW1', 'T', 'ER0']",2
outfit,"['AW1', 'T', 'F', 'IH2', 'T']",2
outline,"['AW1', 'T', 'L', 'AY2', 'N']",2
overall,"['OW1', 'V', 'ER0', 'AO2', 'L']",3
overalls,"['OW1', 'V', 'ER0', 'AO2', 'L', 'Z']",3
overhead,"['OW1', 'V', 'ER0', 'HH', 'EH1', 'D']",3
owls,"['AW1', 'L', 'Z']",1
ox,"['AA1', 'K', 'S']",1
pad,"['P', 'AE1', 'D']",1
pads,"['P', 'AE1', 'D', 'Z']",1
pale,"['P', 'EY1', 'L']",1
palm,"['P', 'AA1', 'M']",1
pandy,"['P', 'AE1', 'N', 'D', 'IY0']",2
pantry,"['P', 'AE1', 'N', 'T', 'R', 'IY0']",2
pap,"['P', 'AE1', 'P']",1
parked,"['P', 'AA1', 'R', 'K', 'T']",1
parson,"['P', 'AA1', 'R', 'S', 'AH0', 'N']",2
partly,"['P', 'AA1', 'R', 'T', 'L', 'IY0']",2
passage,"['P', 'AE1', 'S', 'AH0', 'JH']",2
patchy,"['P', 'AE1', 'CH', 'IY0']",2
pathetic,"['P', 'AH0', 'TH', 'EH1', 'T', 'IH0', 'K']",3
paths,"['P', 'AE1', 'DH', 'Z']",1
patience,"['P', 'EY1', 'SH', 'AH0', 'N', 'S']",2
patterns,"['P', 'AE1', 'T', 'ER0', 'N', 'Z']",2
pawing,"['P', 'AO1', 'IH0', 'NG']",2
paying,"['P', 'EY1', 'IH0', 'NG']",2
pays,"['P', 'EY1', 'Z']",1
peaceful,"['P', 'IY1', 'S', 'F', 'AH0', 'L']",2
pedal,"['P', 'EH1', 'D', 'AH0', 'L']",2
pedals,"['P', 'EH1', 'D', 'AH0', 'L', 'Z']",2
pee,"['P', 'IY1']",1
peeks,"['P', 'IY1', 'K', 'S']",1
peeled,"['P', 'IY1', 'L', 'D']",1
peeped,"['P', 'IY1', 'P', 'T']",1
peeping,"['P', 'IY1', 'P', 'IH0', 'NG']",2
penguins,"['P', 'EH1', 'NG', 'G', 'W', 'AH0', 'N', 'Z']",2
perked,"['P', 'ER1', 'K', 'T']",1
perky,"['P', 'ER1', 'K', 'IY0']",2
picket,"['P', 'IH1', 'K', 'AH0', 'T']",2
picks,"['P', 'IH1', 'K', 'S']",1
pickup,"['P', 'IH1', 'K', 'AH2', 'P']",2
pinch,"['P', 'IH1', 'N', 'CH']",1
pint,"['P', 'AY1', 'N', 'T']",1
piped,"['P', 'AY1', 'P', 'T']",1
pipers,"['P', 'AY1', 'P', 'ER0', 'Z']",2
piping,"['P', 'AY1', 'P', 'IH0', 'NG']",2
pirates,"['P', 'AY1', 'R', 'AH0', 'T', 'S']",2
pit,"['P', 'IH1', 'T']",1
plains,"['P', 'L', 'EY1', 'N', 'Z']",1
plank,"['P', 'L', 'AE1', 'NG', 'K']",1
planning,"['P', 'L', 'AE1', 'N', 'IH0', 'NG']",2
platform,"['P', 'L', 'AE1', 'T', 'F', 'AO2', 'R', 'M']",2
platypus,"['P', 'L', 'AE1', 'T', 'AH0', 'P', 'UH2', 'S']",3
player,"['P', 'L', 'EY1', 'ER0']",2
plays,"['P', 'L', 'EY1', 'Z']",1
pleaded,"['P', 'L', 'IY1', 'D', 'AH0', 'D']",2
pliers,"['P', 'L', 'AY1', 'ER0', 'Z']",2
plug,"['P', 'L', 'AH1', 'G']",1
plugged,"['P', 'L', 'AH1', 'G', 'D']",1
plumber,"['P', 'L', 'AH1', 'M', 'ER0']",2
plunged,"['P', 'L', 'AH1', 'N', 'JH', 'D']",1
plus,"['P', 'L', 'AH1', 'S']",1
polished,"['P', 'AA1', 'L', 'IH0', 'SH', 'T']",2
ponies,"['P', 'OW1', 'N', 'IY0', 'Z']",2
poo,"['P', 'UW1']",1
poodles,"['P', 'UW1', 'D', 'AH0', 'L', 'Z']",2
popcorn,"['P', 'AA1', 'P', 'K', 'AO2', 'R', 'N']",2
pork,"['P', 'AO1', 'R', 'K']",1
possess,"['P', 'AH0', 'Z', 'EH1', 'S']",2
possible,"['P', 'AA1', 'S', 'AH0', 'B', 'AH0', 'L']",3
postman,"['P', 'OW1', 'S', 'T', 'M', 'AH0', 'N']",2
potato,"['P', 'AH0', 'T', 'EY1', 'T', 'OW2']",3
pound,"['P', 'AW1', 'N', 'D']",1
pounding,"['P', 'AW1', 'N', 'D', 'IH0', 'NG']",2
pour,"['P', 'AO1', 'R']",1
poverty,"['P', 'AA1', 'V', 'ER0', 'T', 'IY0']",3
powdered,"['P', 'AW1', 'D', 'ER0', 'D']",2
power,"['P', 'AW1', 'ER0']",2
powered,"['P', 'AW1', 'ER0', 'D']",2
praying,"['P', 'R', 'EY1', 'IH0', 'NG']",2
pressing,"['P', 'R', 'EH1', 'S', 'IH0', 'NG']",2
print,"['P', 'R', 'IH1', 'N', 'T']",1
prints,"['P', 'R', 'IH1', 'N', 'T', 'S']",1
prison,"['P', 'R', 'IH1', 'Z', 'AH0', 'N']",2
privacy,"['P', 'R', 'AY1', 'V', 'AH0', 'S', 'IY0']",3
promises,"['P', 'R', 'AA1', 'M', 'AH0', 'S', 'AH0', 'Z']",3
proved,"['P', 'R', 'UW1', 'V', 'D']",1
prune,"['P', 'R', 'UW1', 'N']",1
prunella,"['P', 'R', 'UW0', 'N', 'EH1', 'L', 'AH0']",3
psalm,"['S', 'AA1', 'L', 'M']",1
pump,"['P', 'AH1', 'M', 'P']",1
pumpkins,"['P', 'AH1', 'M', 'P', 'K', 'AH0', 'N', 'Z']",2
punched,"['P', 'AH1', 'N', 'CH', 'T']",1
pupil,"['P', 'Y', 'UW1', 'P', 'AH0', 'L']",2
pupils,"['P', 'Y', 'UW1', 'P', 'AH0', 'L', 'Z']",2
puppet,"['P', 'AH1', 'P', 'AH0', 'T']",2
purr,"['P', 'ER1']",1
puzzle,"['P', 'AH1', 'Z', 'AH0', 'L']",2
racer,"['R', 'EY1', 'S', 'ER0']",2
racers,"['R', 'EY1', 'S', 'ER0', 'Z']",2
radishes,"['R', 'AE1', 'D', 'IH0', 'SH', 'IH0', 'Z']",3
railway,"['R', 'EY1', 'L', 'W', 'EY2']",2
raining,"['R', 'EY1', 'N', 'IH0', 'NG']",2
rap,"['R', 'AE1', 'P']",1
rare,"['R', 'EH1', 'R']",1
rathburn,"['R', 'AE1', 'TH', 'B', 'ER0', 'N']",2
rattling,"['R', 'AE1', 'T', 'L', 'IH0', 'NG']",2
rays,"['R', 'EY1', 'Z']",1
reads,"['R', 'IY1', 'D', 'Z']",1
realizes,"['R', 'IY1', 'AH0', 'L', 'AY2', 'Z', 'IH0', 'Z']",4
reasons,"['R', 'IY1', 'Z', 'AH0', 'N', 'Z']",2
received,"['R', 'AH0', 'S', 'IY1', 'V', 'D']",2
records,"['R', 'AH0', 'K', 'AO1', 'R', 'D', 'Z']",2
refused,"['R', 'AH0', 'F', 'Y', 'UW1', 'Z', 'D']",2
reginald,"['R', 'EH1', 'JH', 'AH0', 'N', 'AH0', 'L', 'D']",3
regular,"['R', 'EH1', 'G', 'Y', 'AH0', 'L', 'ER0']",3
relief,"['R', 'IH0', 'L', 'IY1', 'F']",2
remain,"['R', 'IH0', 'M', 'EY1', 'N']",2
repair,"['R', 'IH0', 'P', 'EH1', 'R']",2
repaired,"['R', 'IH0', 'P', 'EH1', 'R', 'D']",2
reply,"['R', 'IH0', 'P', 'L', 'AY1']",2
report,"['R', 'IY0', 'P', 'AO1', 'R', 'T']",2
reporter,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'ER0']",3
rex,"['R', 'EH1', 'K', 'S']",1
rhinos,"['R', 'AY1', 'N', 'OW2', 'Z']",2
ribbon,"['R', 'IH1', 'B', 'AH0', 'N']",2
ridden,"['R', 'IH1', 'D', 'AH0', 'N']",2
rider,"['R', 'AY1', 'D', 'ER0']",2
ripe,"['R', 'AY1', 'P']",1
ripping,"['R', 'IH1', 'P', 'IH0', 'NG']",2
rises,"['R', 'AY1', 'Z', 'AH0', 'Z']",2
risked,"['R', 'IH1', 'S', 'K', 'T']",1
roadwork,"['R', 'OW1', 'D', 'W', 'ER2', 'K']",2
robbers,"['R', 'AA1', 'B', 'ER0', 'Z']",2
robbery,"['R', 'AA1', 'B', 'ER0', 'IY0']",3
robe,"['R', 'OW1', 'B']",1
robins,"['R', 'AA1', 'B', 'AH0', 'N', 'Z']",2
robs,"['R', 'AA1', 'B', 'Z']",1
rockets,"['R', 'AA1', 'K', 'AH0', 'T', 'S']",2
rome,"['R', 'OW1', 'M']",1
rooftops,"['R', 'UW1', 'F', 'T', 'AA2', 'P', 'S']",2
rook,"['R', 'UH1', 'K']",1
roosters,"['R', 'UW1', 'S', 'T', 'ER0', 'Z']",2
ropes,"['R', 'OW1', 'P', 'S']",1
rosy,"['R', 'OW1', 'Z', 'IY0']",2
route,"['R', 'UW1', 'T']",1
rowboat,"['R', 'OW1', 'B', 'OW2', 'T']",2
rowed,"['R', 'OW1', 'D']",1
rubs,"['R', 'AH1', 'B', 'Z']",1
rudely,"['R', 'UW1', 'D', 'L', 'IY0']",2
rudeness,"['R', 'UW1', 'D', 'N', 'AH0', 'S']",2
rugs,"['R', 'AH1', 'G', 'Z']",1
ruined,"['R', 'UW1', 'AH0', 'N', 'D']",2
rumbled,"['R', 'AH1', 'M', 'B', 'AH0', 'L', 'D']",2
rump,"['R', 'AH1', 'M', 'P']",1
runaway,"['R', 'AH1', 'N', 'AH0', 'W', 'EY2']",3
runny,"['R', 'AH1', 'N', 'IY0']",2
rush,"['R', 'AH1', 'SH']",1
rushes,"['R', 'AH1', 'SH', 'AH0', 'Z']",2
sacks,"['S', 'AE1', 'K', 'S']",1
sala,"['S', 'AA1', 'L', 'AH0']",2
san,"['S', 'AE1', 'N']",1
sasha,"['S', 'AE1', 'SH', 'AH0']",2
sauce,"['S', 'AO1', 'S']",1
scat,"['S', 'K', 'AE1', 'T']",1
scent,"['S', 'EH1', 'N', 'T']",1
scholar,"['S', 'K', 'AA1', 'L', 'ER0']",2
science,"['S', 'AY1', 'AH0', 'N', 'S']",2
scissors,"['S', 'IH1', 'Z', 'ER0', 'Z']",2
scoot,"['S', 'K', 'UW1', 'T']",1
scooter,"['S', 'K', 'UW1', 'T', 'ER0']",2
scotch,"['S', 'K', 'AA1', 'CH']",1
scraped,"['S', 'K', 'R', 'EY1', 'P', 'T']",1
screwed,"['S', 'K', 'R', 'UW1', 'D']",1
scrubbed,"['S', 'K', 'R', 'AH1', 'B', 'D']",1
scruffy,"['S', 'K', 'R', 'AH1', 'F', 'IY0']",2
scuba,"['S', 'K', 'UW1', 'B', 'AH0']",2
seagull,"['S', 'IY1', 'G', 'AH2', 'L']",2
seagulls,"['S', 'IY1', 'G', 'AH2', 'L', 'Z']",2
seal,"['S', 'IY1', 'L']",1
seas,"['S', 'IY1', 'Z']",1
seldom,"['S', 'EH1', 'L', 'D', 'AH0', 'M']",2
self,"['S', 'EH1', 'L', 'F']",1
sending,"['S', 'EH1', 'N', 'D', 'IH0', 'NG']",2
sentence,"['S', 'EH1', 'N', 'T', 'AH0', 'N', 'S']",2
servant,"['S', 'ER1', 'V', 'AH0', 'N', 'T']",2
service,"['S', 'ER1', 'V', 'AH0', 'S']",2
sets,"['S', 'EH1', 'T', 'S']",1
sewing,"['S', 'OW1', 'IH0', 'NG']",2
sewn,"['S', 'OW1', 'N']",1
shabby,"['SH', 'AE1', 'B', 'IY0']",2
shaker,"['SH', 'EY1', 'K', 'ER0']",2
shave,"['SH', 'EY1', 'V']",1
shearing,"['SH', 'IH1', 'R', 'IH0', 'NG']",2
shelter,"['SH', 'EH1', 'L', 'T', 'ER0']",2
shined,"['SH', 'AY1', 'N', 'D']",1
